Type,Valid,CellValue_English,CellFormula_English,CellValue_Afrikaans,CellFormula_Afrikaans,GUID,Sheet,Column
AD3D67E13,0,[Form and content of this section of the independent reviewer's report will vary depending on the nature of the independent reviewer's other reporting responsibilities.],[Form and content of this section of the independent reviewer's report will vary depending on the nature of the independent reviewer's other reporting responsibilities.],,[Die vorm en inhoud van hierdie gedeelte van die onafhanklike resensent se verslag sal wissel afhangende van die aard van die onafhanklike resensent se ander verslagdoeningsverantwoordelikhede.],AD3D67E1,ReportReview,3
F71BD0A612,0,[based] / [not based],[based] / [not based],,[gebaseer] / [nie gebaseer],F71BD0A6,ReportOfficer,12
1B3CAFA011,0,[found]/ [did not find],[found]/ [did not find],,[gevind]/[nie gevind],1B3CAFA0,ReportOfficer,11
2FE56A5B11,0,[in agreement] / [not in agreement],[in agreement] / [not in agreement],,[in agreement] - [in ooreenstemming]\n[not in agreement] - [nie in ooreenstemming],2FE56A5B,ReportOfficer,11
3B69171E4,0,[List misstated disclosures together with value],[List misstated disclosures together with value],,[Lys misverstaande openbaarmakings saam met waarde],3B69171E,ReportAudit,4
E14E846B4,0,[List disclosures together with value],[List disclosures together with value],,[Lys openbaarmakings saam met waarde],E14E846B,ReportAudit,4
E8A228BC3,0,[Company Secretary name],[Company Secretary name],,[Maatskappy Sekretaris naam],E8A228BC,Secretary,3
B6CBD9D911,0,[correct] / [not correct],[correct] / [not correct],,[reg] / [nie reg],B6CBD9D9,ReportOfficer,11
7FB558553,0,[Insert details],[Insert details],,[Voeg besonderhede in],7FB55855,Directors,3
E3418FC13,0,[Insert any other additional information],[Insert any other additional information],,[Voeg enige ander bykomende inligting in],E3418FC1,Directors,3
BD3B83734,0,[Insert omitted disclosures],[Insert omitted disclosures],,[Voeg weggelate openbaarmakings in.],BD3B8373,ReportAudit,4
D12F23B03,0,Plant and equipment,Plant and equipment,,"\""Plant en toerusting\""",D12F23B0,ITR14,3
5C90E3CE13,0,"1,5 years service and achievement of share price target, which was achieved","1,5 years service and achievement of share price target, which was achieved",,"1,5 jaar diens en bereiking van aandeleprys-doelwit, wat bereik is.",5C90E3CE,Notes3,13
5C90E3CE9,0,10 years,10 years,,10 jaar,5C90E3CE,Notes3,9
5EE2EB7E9,0,18 March 20X1,18 March 20X1,,18 Maart 20X1,5EE2EB7E,Committee,9
5EE2EB7E11,0,2 December 20X1,2 December 20X1,,2 Desember 20X1,5EE2EB7E,Committee,11
5EE2EB7E10,0,22 July 20X1,22 July 20X1,,22 Julie 20X1,5EE2EB7E,Committee,10
7A53689013,0,3 years service,3 years service,,3 jaar diens,7A536890,Notes3,13
8A7EF4EE13,0,3 years service and target of growth in earnings per share,3 years service and target of growth in earnings per share,,3 jaar diens en doelwit van groei in wins per aandeel,8A7EF4EE,Notes3,13
A9D37B8C13,0,3 years service and target of growth in market share,3 years service and target of growth in market share,,3 jaar diens en 'n teiken van groei in markaandeel,A9D37B8C,Notes3,13
BB65113C3,0,365 X (Trade receivables divided by revenue) ,365 X (Trade receivables divided by revenue) ,,365 X (Handelsdebiteure gedeel deur inkomste),BB65113C,Ratios,3
A2FE43FE3,0,365 X (Inventory divide by Cost of sales) ,365 X (Inventory divide by Cost of sales) ,,365 X (Inventaris gedeel deur Koste van verkope),A2FE43FE,Ratios,3
8B1DEA3E11,0,69A3,69A3,,69A3 does not have a specific meaning or translation in Afrikaans. It appears to be a combination of numbers and letters without any context.,8B1DEA3E,ITR14,11
D8D90AFB11,0,69A7,69A7,,69A7 does not have a specific meaning or translation in Afrikaans. It appears to be a random alphanumeric sequence or code.,D8D90AFB,ITR14,11
9EBE945E3,0,Shareholders for dividend / proposed dividend,Shareholders for dividend / proposed dividend,,Aandeelhouers vir dividend / voorgestelde dividend,9EBE945E,ITR14,3
1B49351C3,0,Shares outstanding - closing,Shares outstanding - closing,,Aandele uitgereik - sluiting,1B49351C,Notes2,3
9C69948B3,0,Shares outstanding - beginning of the period,Shares outstanding - beginning of the period,,Aandele uitstaande - begin van die tydperk,9C69948B,Notes2,3
1A4B3B353,0,"Shares reserved for issue under options and contracts for the sale of shares, including terms and amounts","Shares reserved for issue under options and contracts for the sale of shares, including terms and amounts",,"Aandele wat gereserveer is vir uitreiking onder opsies en kontrakte vir die verkoop van aandele, insluitend terme en bedrae.",1A4B3B35,Notes2,3
B39AB63C3,0,Share-based payment,Share-based payment,,Aandele-gebaseerde betaling,B39AB63C,Notes3,3
6C5641173,0,Share-based payments,Share-based payments,,Aandele-gebaseerde betalings,6C564117,AccPolicies,3
C5CECEEF3,0,Share-based arrangements which were modified during the period,Share-based arrangements which were modified during the period,,Aandele-gebaseerde reëlings wat gewysig is gedurende die tydperk.,C5CECEEF,Notes3,3
3F9BB6313,0,"Indication of the uncertainties about the amount or timing of those outflows. Where necessary to provide adequate information, an entity shall disclose the major assumptions made concerning future events","Indication of the uncertainties about the amount or timing of those outflows. Where necessary to provide adequate information, an entity shall disclose the major assumptions made concerning future events",,"Aanduiding van die onsekerhede oor die hoeveelheid of tydsberekening van daardie uitvloeie. Waar nodig om voldoende inligting te verskaf, moet 'n entiteit die belangrikste aannames openbaar maak wat gemaak is oor toekomstige gebeure.",3F9BB631,Notes2,3
4BC35D323,0,Indication of the uncertainties relating to the amount or timing of any outflow;,Indication of the uncertainties relating to the amount or timing of any outflow;,,Aanduiding van die onsekerhede rakende die bedrag of tydsberekening van enige uitvloei;,4BC35D32,Notes3,3
E069232B3,0,Quoted,Quoted,,Aangehaal,E069232B,Notes2,3
F313A0F33,0,Adjusted comparative information,Adjusted comparative information,,Aangepaste vergelykende inligting,F313A0F3,Notes3,3
4C81955A3,0,Continuing operations,Continuing operations,,Aanhoudende operasies,4C81955A,SoCI,3
D963DEBD3,0,Purchase of other financial assets,Purchase of other financial assets,,Aankoop van ander finansiële bates,D963DEBD,CashFlow,3
6C2FE7DD3,0,Purchase of other financial assets group A,Purchase of other financial assets group A,,Aankoop van ander finansiële bates groep A,6C2FE7DD,CashFlow,3
5CFAFA5D3,0,Purchase of other non-financial asset 1,Purchase of other non-financial asset 1,,Aankoop van ander nie-finansiële bate 1,5CFAFA5D,CashFlow,3
FC64EFE63,0,Purchase of investment property,Purchase of investment property,,Aankoop van beleggingseiendom,FC64EFE6,CashFlow,3
7DC55E033,0,Purchase of investment property before adjustments,Purchase of investment property before adjustments,,Aankoop van beleggingseiendom voor aanpassings.,7DC55E03,Notes3,3
7EA4DE4F3,0,Purchase of biological assets before adjustments,Purchase of biological assets before adjustments,,Aankoop van biologiese bates voor aanpassings.,7EA4DE4F,Notes3,3
BAFBACBA3,0,Purchase of biological assets,Purchase of biological assets,,Aankoop van biologiese bates.,BAFBACBA,CashFlow,3
5F2301C03,0,Purchase of unit trusts,Purchase of unit trusts,,Aankoop van eenheidstrusts,5F2301C0,CashFlow,3
6E2DA4913,0,"Purchase of property, plant and equipment","Purchase of property, plant and equipment",,"Aankoop van eiendom, aanleg en toerusting",6E2DA491,CashFlow,3
BCFE64413,0,"Purchase of property, plant and equipment before adjustments","Purchase of property, plant and equipment before adjustments",,"Aankoop van eiendom, aanleg en toerusting voor aanpassings.",BCFE6441,Notes3,3
FB09C6B73,0,Purchase of listed shares,Purchase of listed shares,,Aankoop van gelysde aandele,FB09C6B7,CashFlow,3
E9F1E02F3,0,Purchase of intangible assets,Purchase of intangible assets,,Aankoop van immateriële bates,E9F1E02F,CashFlow,3
8EEEA3533,0,Purchase of unlisted shares,Purchase of unlisted shares,,Aankoop van nie-gelyste aandele,8EEEA353,CashFlow,3
C6D6A5BA3,0,Purchase of intangible assets before adjustments,Purchase of intangible assets before adjustments,,Aankoop van onstoffelike bates voor aanpassings.,C6D6A5BA,Notes3,3
4EADC5E33,0,Purchase of debentures,Purchase of debentures,,Aankoop van skuldbriewe,4EADC5E3,CashFlow,3
4ACE30FB3,0,Purchase of bonds,Purchase of bonds,,Aankoop van verbande,4ACE30FB,CashFlow,3
7EAD8E703,0,Purchase price,Purchase price,,Aankoopprys,7EAD8E70,Notes,3
DEE42AB93,0,Purchase price set off against finance lease liabilities,Purchase price set off against finance lease liabilities,,Aankoopprys afgeskryf teen finansiële huurverpligtinge.,DEE42AB9,Notes3,3
8A10F3183,0,Purchase price set off against operating lease assets,Purchase price set off against operating lease assets,,Aankoopprys teenoor bedryfshuur bates verreken.,8A10F318,Notes3,3
5A9764D03,0,Purchase price set off against operating lease liabilities,Purchase price set off against operating lease liabilities,,Aankoopprys verreken teen bedryfsleasetoewydings,5A9764D0,Notes3,3
1E0460A53,0,Purchases,Purchases,,Aankope,1E0460A5,SoCI,3
A111A32C3,0,Purchases of property and other assets,Purchases of property and other assets,,Aankope van eiendom en ander bates.,A111A32C,Notes3,3
CB6FA6D93,0,Purchases of goods,Purchases of goods,,Aankope van goedere,CB6FA6D9,Notes3,3
DDFBD8053,0,Purchases of non-cash assets pledged as collateral,Purchases of non-cash assets pledged as collateral,,Aankope van nie-kontant bates as borgstaat.,DDFBD805,CashFlow,3
7D36B3823,0,Adjusting vs. non-adjusting post-balance sheet events,Adjusting vs. non-adjusting post-balance sheet events,,Aanpassende vs nie-aanpassende nasaldokumentgebeure,7D36B382,AccPolicies,3
1E35A8D93,0,Adjusting event 1,Adjusting event 1,,Aanpassing van gebeurtenis 1,1E35A8D9,Notes3,3
D5AD4D333,0,Adjusting event 2,Adjusting event 2,,Aanpassing van gebeurtenis 2,D5AD4D33,Notes3,3
8EA095BD3,0,Adjustments to comply with IFRS: Fair value (DR),Adjustments to comply with IFRS: Fair value (DR),,Aanpassings om te voldoen aan IFRS: Billike waarde (DR),8EA095BD,ITR14,3
AE36D63F3,0,Adjustments to comply with IFRS: Fair value (CR),Adjustments to comply with IFRS: Fair value (CR),,Aanpassings om te voldoen aan IFRS: Eerlike waarde (KR),AE36D63F,ITR14,3
B3A85D4D3,0,Adjustments to comply with IFRS: Accounting (CR),Adjustments to comply with IFRS: Accounting (CR),,Aanpassings om te voldoen aan IFRS: Rekeningkunde (CR),B3A85D4D,ITR14,3
DDA128E83,0,Adjustments to comply with IFRS: Accounting (DR),Adjustments to comply with IFRS: Accounting (DR),,Aanpassings om te voldoen aan IFRS: Rekeningkunde (DR),DDA128E8,ITR14,3
5CCAFC763,0,Adjustments for share-based payments,Adjustments for share-based payments,,Aanpassings vir aandele-gebaseerde betalings,5CCAFC76,CashFlow,3
4AEC5F353,0,Adjustments for depreciation and amortisation expense,Adjustments for depreciation and amortisation expense,,Aanpassings vir afskrywing- en amortisasie-uitgawes.,4AEC5F35,CashFlow,3
0FA320713,0,Adjustments for finance income,Adjustments for finance income,,Aanpassings vir finansiële inkomste,0FA32071,CashFlow,3
AB1DCCEA3,0,Adjustments for finance costs,Adjustments for finance costs,,Aanpassings vir finansiële koste.,AB1DCCEA,CashFlow,3
2E9A1F5D3,0,Adjustments for income tax expense,Adjustments for income tax expense,,Aanpassings vir inkomstebelastinguitgawes,2E9A1F5D,CashFlow,3
1D7021223,0,Adjustments for undistributed profits of associates and joint ventures,Adjustments for undistributed profits of associates and joint ventures,,Aanpassings vir ongedeelde wins van vennote en gesamentlike ondernemings.,1D702122,CashFlow,3
2F831B593,0,Adjustments for unrealised foreign exchange gains and losses,Adjustments for unrealised foreign exchange gains and losses,,Aanpassings vir ongerealiseerde buitelandse valutawins en -verliese,2F831B59,CashFlow,3
6A3998373,0,Adjustments for fair value gains and losses,Adjustments for fair value gains and losses,,Aanpassings vir regverdige waarde wins en verliese,6A399837,CashFlow,3
B02EF6193,0,Adjustments for provisions,Adjustments for provisions,,Aanpassings vir voorsienings,B02EF619,CashFlow,3
4A68C3CF3,0,Adjustments for gains and losses on disposal of non-current assets,Adjustments for gains and losses on disposal of non-current assets,,Aanpassings vir wins en verliese op die afstoting van nie-bates van lopende bates.,4A68C3CF,CashFlow,3
9E8822673,0,Adjustments for:,Adjustments for:,,Aanpassings vir:,9E882267,Notes3,3
D35C0E523,0,Adjustments: Added Back,Adjustments: Added Back,,Aanpassings: Teruggevoeg,D35C0E52,ITR14,3
A806D40C3,0,Adjustments: Allowable,Adjustments: Allowable,,Aanpassings: Toelaatbaar,A806D40C,ITR14,3
FB0582043,0,Liability 1,Liability 1,,Aanspreeklikheid 1,FB058204,Notes2,3
5A16B55F3,0,Liability 2,Liability 2,,Aanspreeklikheid 2,5A16B55F,Notes2,3
FD821A757,0,Number of shares granted,Number of shares granted,,Aantal aandele toegeken,FD821A75,Notes3,7
2EC443DC3,0,Number of investments,Number of investments,,Aantal beleggings,2EC443DC,Notes,3
E2630FFE7,0,Number of class 1 securities issued,Number of class 1 securities issued,,Aantal klas 1 sekuriteite uitgereik,E2630FFE,Notes3,7
E2630FFE11,0,Number of class 2 securities issued,Number of class 2 securities issued,,Aantal klas 2 sekuriteite uitgereik,E2630FFE,Notes3,11
F36A1C003,0,Number of loans,Number of loans,,Aantal lenings,F36A1C00,Notes,3
1F2DCDD53,0,Initial measurement,Initial measurement,,Aanvanklike meting,1F2DCDD5,AccPolicies,3
3D57DDB73,0,Accrual of amounts in respect of option contracts (s24L),Accrual of amounts in respect of option contracts (s24L),,Aanvulling van bedrae met betrekking tot opsiekontrakte (s24L),3D57DDB7,ITR14,3
B048420F11,0,Nature of activities,Nature of activities,,Aard van aktiwiteite,B048420F,Notes,11
0F6979BA3,0,Nature of the error and an explanation if it is not practicable to determine the amounts to be disclosed,Nature of the error and an explanation if it is not practicable to determine the amounts to be disclosed,,"Aard van die fout en 'n verduideliking as dit nie uitvoerbaar is om die bedrae wat bekendgemaak moet word, vas te stel.",0F6979BA,Notes4,3
C7FDA7DC3,0,Nature of the event,Nature of the event,,Aard van die gebeurtenis,C7FDA7DC,Notes3,3
5E043CED7,0,Nature of relationship,Nature of relationship,,Aard van verhouding,5E043CED,Notes3,7
A0CF06403,0,Additional basis paragraph,Additional basis paragraph,,Addisionele basisparagraaf,A0CF0640,ReportReview,3
6FC01FAC3,0,Additional details,Additional details,,Addisionele besonderhede,6FC01FAC,Notes,3
5EBFC8A23,0,Additional details - the nature of government grants recognised in the financial statements and an indication of other forms of government assistance from which the entity has directly benefited,Additional details - the nature of government grants recognised in the financial statements and an indication of other forms of government assistance from which the entity has directly benefited,,Addisionele besonderhede - die aard van regeringsubsidies wat erken word in die finansiële state en 'n aanduiding van ander vorms van regeringshulp waarvan die entiteit direk voordeel getrek het.,5EBFC8A2,Notes2,3
E3BA93F13,0,Additional details as required.,Additional details as required.,,Addisionele besonderhede soos vereis.,E3BA93F1,Notes3,3
5CB23B743,0,Additional details of revaluations,Additional details of revaluations,,Addisionele besonderhede van herskattinge.,5CB23B74,Notes,3
